locus,count-aa,avg-length
MYCO002194,17,843
MYCO002195,25,1289.64
MYCO002196,38,1650
MYCO002197,24,645
MYCO002198,23,899.608695652174
MYCO002199,9,420
MYCO002200,28,1092
MYCO002201,46,1959
MYCO002202,22,975
MYCO002203,17,693
MYCO002204,12,357
MYCO002205,38,1076.60526315789
MYCO002206,27,710.555555555556
MYCO002207,29,1086
MYCO002208,26,750
MYCO002209,47,1539.1914893617
MYCO002210,30,1107
MYCO002211,36,1140
MYCO002212,39,1137
MYCO002213,48,1548.0625
MYCO002214,44,1779.06818181818
MYCO002215,58,1662
MYCO002216,37,905.837837837838
MYCO002217,18,693
MYCO002218,25,936
MYCO002219,21,753
MYCO002220,25,1437
MYCO002221,58,2985
MYCO002222,30,1341
MYCO002223,36,1563
MYCO002224,35,1563
MYCO002225,26,846
MYCO002226,48,1542
MYCO002227,20,702
MYCO002228,22,1095
MYCO002229,18,738
MYCO002230,29,1140
MYCO002231,24,1095
MYCO002232,25,876
MYCO002234,15,492
MYCO002235,25,815.88
MYCO002236,32,941.90625
MYCO002237,30,768
MYCO002238,4,462
MYCO002239,10,477
MYCO002240,20,590.25
MYCO002241,36,2706
MYCO002242,21,1245
MYCO002243,22,909
MYCO002244,3,348
MYCO002245,24,1251
MYCO002246,15,1317
MYCO002247,20,1422
MYCO002248,19,816.473684210526
MYCO002249,41,1551
MYCO002250,14,570
MYCO002251,1,1428
MYCO002252,29,930
MYCO002253,20,504
MYCO002254,15,456
MYCO002255,9,195
MYCO002256,7,534
MYCO002257,23,819
MYCO002258,30,1062
MYCO002259,29,1085.1724137931
MYCO002260,22,635.454545454545
MYCO002261,12,422.75
MYCO002262,3,1081
MYCO002263,31,958.838709677419
MYCO002264,60,1779.35
MYCO002265,36,1230.25
MYCO002266,48,1287
MYCO002267,32,1166.625
MYCO002268,53,1469.60377358491
MYCO002269,16,333
MYCO002270,21,528
MYCO002271,11,300
MYCO002272,6,369
MYCO002273,15,330
MYCO002274,21,318
MYCO002275,26,869.884615384615
MYCO002276,45,1191
MYCO002277,31,911.225806451613
MYCO002278,13,326.538461538462
MYCO002280,39,1380
MYCO002281,57,1658.68421052632
MYCO002282,30,938.4
MYCO002283,10,195
MYCO002284,24,1296
MYCO002285,42,1337.85714285714
MYCO002286,25,692.88
MYCO002287,48,1629.0625
MYCO002288,19,377.842105263158
MYCO002289,20,783
MYCO002290,25,516
MYCO002291,30,855
MYCO002292,2,225
MYCO002293,10,741
MYCO002294,44,1224
MYCO002295,26,638.769230769231
MYCO002296,26,902.884615384615
MYCO002297,17,453
MYCO002298,35,971.914285714286
MYCO002299,48,1944
MYCO002300,30,933.2
MYCO002301,30,693
MYCO002302,12,243
MYCO002303,31,924
MYCO002304,6,210
MYCO002305,39,1290
MYCO002307,32,846
MYCO002308,27,717
MYCO002309,16,456
MYCO002310,13,345
MYCO002311,18,525
MYCO002312,7,270
MYCO002313,21,855
MYCO002314,37,1374.08108108108
MYCO002315,49,1518
MYCO002316,19,873
MYCO002317,16,825.1875
MYCO002318,31,1323
MYCO002319,29,879
MYCO002320,43,1430.72093023256
MYCO002321,18,546
MYCO002322,23,665.869565217391
MYCO002323,35,909
MYCO002324,20,447
MYCO002325,25,849
MYCO002326,52,2093.94230769231
MYCO002327,10,492
MYCO002328,39,1148.69230769231
MYCO002329,52,1547.82692307692
MYCO002330,16,526.3125
MYCO002331,16,387.1875
MYCO002332,40,1647
MYCO002333,33,1614
MYCO002334,27,933
MYCO002335,28,690
MYCO002336,40,968.925
MYCO002337,42,1119
MYCO002338,33,956.363636363636
MYCO002339,89,2888.49438202247
MYCO002340,48,1242.0625
MYCO002341,15,420
MYCO002342,7,258
MYCO002343,38,1919.92105263158
MYCO002344,27,1296.22222222222
MYCO002345,58,1983
MYCO002346,27,285
MYCO002347,11,297
MYCO002348,14,327
MYCO002349,50,1526.64
MYCO002350,33,1538.72727272727
MYCO002351,41,1538.78048780488
MYCO002352,48,1175.1875
MYCO002353,4,1063.5
MYCO002354,13,326.538461538462
MYCO002356,37,1844.75675675676
MYCO002357,12,1392
MYCO002358,8,408
MYCO002359,39,393
MYCO002360,15,429
MYCO002361,7,891
MYCO002362,14,798
MYCO002363,25,1455
MYCO002364,23,903
MYCO002365,10,341.7
MYCO002366,31,1308
MYCO002367,9,549
MYCO002368,32,1059
MYCO002369,12,303
MYCO002370,45,1313.6
MYCO002371,6,186
MYCO002372,28,789
MYCO002373,30,1149
MYCO002374,39,1032
MYCO002375,9,318
MYCO002376,18,507
MYCO002377,8,216
MYCO002378,22,1296
MYCO002379,73,4385.87671232877
MYCO002380,119,5049
MYCO002381,69,3014.95652173913
MYCO002382,24,1335
MYCO002383,115,4244.92173913043
MYCO002384,40,1697.625
MYCO002385,38,921
MYCO002386,24,1353
MYCO002387,39,1253.92307692308
MYCO002388,40,1128
MYCO002389,13,465
MYCO002390,14,558
MYCO002391,46,1692
MYCO002392,25,765
MYCO002393,22,844.363636363636
MYCO002394,60,1931.8
MYCO002395,53,2004
MYCO002396,45,1084.13333333333
MYCO002397,31,1056
MYCO002398,24,819
MYCO002399,24,852
MYCO002400,33,1070.90909090909
MYCO002401,8,330
MYCO002402,54,1928.94444444444
MYCO002403,22,756
MYCO002404,46,1962
MYCO002405,17,570
MYCO002406,14,429.214285714286
MYCO002407,27,840.666666666667
MYCO002408,22,719.727272727273
MYCO002409,17,839.823529411765
MYCO002410,18,978
MYCO002411,46,1655.9347826087
MYCO002413,25,951
MYCO002414,42,1545
MYCO002415,24,894.375
MYCO002416,53,1209.28301886792
MYCO002417,20,843.15
MYCO002418,22,744
MYCO002419,20,671.4
MYCO002420,13,381
MYCO002421,6,636
MYCO002422,11,273
MYCO002423,27,1047
MYCO002424,8,1002
MYCO002425,34,1443
MYCO002426,28,876
MYCO002427,30,1248
MYCO002428,19,587.526315789474
MYCO002429,14,534
MYCO002430,18,584.666666666667
MYCO002431,11,299.181818181818
MYCO002432,18,410.5
MYCO002433,7,291
MYCO002434,40,1445.85
MYCO002435,63,2192.61904761905
MYCO002436,35,914.657142857143
MYCO002437,9,420
MYCO002438,36,2040
MYCO002439,20,1130.85
MYCO002440,36,1440
MYCO002443,43,1475.93023255814
MYCO002444,62,2861.70967741935
MYCO002445,11,410.727272727273
MYCO002446,12,372
MYCO002447,47,1464
MYCO002448,59,2631
MYCO002449,43,1260.06976744186
MYCO002450,36,518.75
MYCO002451,17,399
MYCO002452,10,147
MYCO002453,20,605.85
MYCO002454,27,1122
MYCO002455,36,1962
MYCO002456,32,1257
MYCO002457,16,1281
MYCO002458,26,909
MYCO002459,41,1526.85365853659
MYCO002460,9,645
MYCO002461,9,603
MYCO002462,29,1400.37931034483
MYCO002463,15,1185
MYCO002464,33,807
MYCO002465,7,489
MYCO002466,16,624
MYCO002467,62,2585.95161290323
MYCO002468,16,504
MYCO002469,17,669.352941176471
MYCO002470,17,387
MYCO002471,54,1640.88888888889
MYCO002472,12,294
MYCO002473,26,716.884615384615
MYCO002474,22,653.863636363636
MYCO002475,11,417
MYCO002476,114,4874.97368421053
MYCO002477,43,1676.58139534884
MYCO002478,14,486
MYCO002480,13,326.538461538462
MYCO002481,12,324
MYCO002482,74,2370.08108108108
MYCO002483,44,1742.59090909091
MYCO002484,43,1476.13953488372
MYCO002485,47,1266.31914893617
MYCO002486,21,770.428571428571
MYCO002487,66,2079.40909090909
MYCO002488,93,3413.90322580645
MYCO002489,8,300
MYCO002490,17,4978.58823529412
MYCO002491,24,624.25
MYCO002492,37,753.081081081081
MYCO002493,5,222
MYCO002494,16,426
MYCO002495,29,1182.31034482759
MYCO002496,34,1047
MYCO002497,24,1104
MYCO002498,27,822
MYCO002499,13,558
MYCO002500,25,1185
MYCO002501,50,1964.94
MYCO002502,43,1589.86046511628
MYCO002503,28,656.678571428571
MYCO002504,24,746.75
MYCO002505,49,1644
MYCO002506,13,648
MYCO002507,19,822
MYCO002508,39,1338.07692307692
MYCO002509,26,807
MYCO002510,57,1602
MYCO002511,15,648
MYCO002512,5,1248
MYCO002513,19,423.157894736842
MYCO002514,18,462
MYCO002515,32,1248.09375
MYCO002516,23,804
MYCO002517,8,252
MYCO002518,24,1226.875
MYCO002519,53,1479.16981132075
MYCO002520,10,228
MYCO002521,15,473.8
MYCO002522,42,1412.64285714286
MYCO002523,12,393
MYCO002524,194,9210.01546391753
MYCO002525,13,723
MYCO002526,3,228
MYCO002527,10,402
MYCO002528,23,921
MYCO002529,51,1391.94117647059
MYCO002530,12,419.75
MYCO002531,76,2843.84210526316
MYCO002532,7,402
MYCO002533,18,471
MYCO002534,12,564
MYCO002535,23,1119
MYCO002536,17,693
MYCO002537,9,444
MYCO002538,16,1089
MYCO002539,8,531
MYCO002540,32,1206
MYCO002541,13,408
MYCO002542,48,1211.625
MYCO002543,33,661.272727272727
MYCO002544,43,662.651162790698
MYCO002545,14,279
MYCO002546,15,414
MYCO002547,13,258
MYCO002548,12,378
MYCO002549,11,396
MYCO002550,10,246
MYCO002551,11,420
MYCO002552,27,810
MYCO002553,28,1254.10714285714
MYCO002554,17,513
MYCO002555,41,2714.92682926829
MYCO002556,10,390
MYCO002557,24,675
MYCO002558,15,711
MYCO002559,37,1358.59459459459
MYCO002560,34,977.647058823529
MYCO002561,7,294
MYCO002562,18,390
MYCO002563,35,1050
MYCO002564,29,992.793103448276
MYCO002565,56,1751.94642857143
MYCO002566,94,3422.84042553192
MYCO002567,67,2655.0447761194
MYCO002568,19,1026
MYCO002569,20,945
MYCO002570,16,389.8125
MYCO002571,60,1068
MYCO002572,34,1791
MYCO002573,30,741
MYCO002574,23,504
MYCO002575,30,881.8
MYCO002576,14,464.571428571429
MYCO002577,47,1590
MYCO002578,35,1022.48571428571
MYCO002579,23,903
MYCO002580,25,1272
MYCO002581,12,675
MYCO002582,21,927
MYCO002583,36,2372.66666666667
MYCO002584,22,672
MYCO002585,44,1674
MYCO002586,40,1328.925
MYCO002587,53,1721.77358490566
MYCO002588,8,348
MYCO002589,37,1349.91891891892
MYCO002590,101,3506.67326732673
MYCO002591,74,1630.54054054054
MYCO002592,17,1035
MYCO002593,13,591
MYCO002594,11,567
MYCO002595,8,246
MYCO002596,17,405
MYCO002597,17,621
MYCO002598,17,495
MYCO002599,10,432
MYCO002600,9,402
MYCO002601,41,1571.63414634146
MYCO002602,15,441
MYCO002603,16,756
MYCO002604,11,597
MYCO002605,26,846
MYCO002606,22,900
MYCO002607,21,675
MYCO002608,43,1742.51162790698
MYCO002609,30,1056
MYCO002610,28,1137
MYCO002611,32,951
MYCO002612,21,654
MYCO002613,9,588
MYCO002614,34,2079
MYCO002615,40,1391.775
MYCO002616,17,501
MYCO002617,16,441
MYCO002618,17,678
MYCO002619,7,354
MYCO002620,5,426
MYCO002621,30,675
MYCO002622,25,821.88
MYCO002623,32,894.46875
MYCO002624,32,819.9375
MYCO002625,27,1181.55555555556
MYCO002626,18,432
MYCO002627,48,1241.9375
MYCO002628,23,362.869565217391
MYCO002629,27,1124.88888888889
MYCO002630,22,539.863636363636
MYCO002631,40,1298.775
MYCO002632,12,282
MYCO002633,23,485.869565217391
MYCO002634,71,2334.50704225352
MYCO002635,10,243
MYCO002636,28,676.928571428571
MYCO002637,18,656.666666666667
MYCO002638,17,446.823529411765
MYCO002639,12,333
MYCO002640,8,360
MYCO002641,15,459
MYCO002642,5,381
MYCO002643,62,1496.8064516129
MYCO002644,13,318
MYCO002645,9,431.666666666667
MYCO002646,33,999.090909090909
MYCO002647,12,368.5
MYCO002648,13,326.538461538462
MYCO002650,102,1436.11764705882
MYCO002651,25,534
MYCO002652,42,627
MYCO002653,17,324
MYCO002654,11,246
MYCO002655,52,1427.94230769231
MYCO002656,16,394.6875
MYCO002657,12,261
MYCO002658,8,363
MYCO002659,22,1126.90909090909
MYCO002660,10,225
MYCO002661,14,389.785714285714
MYCO002662,8,273
MYCO002663,11,234
MYCO002664,9,255
MYCO002665,12,281.75
MYCO002666,5,804
MYCO002667,16,759
MYCO002668,18,522
MYCO002669,13,471
MYCO002670,23,1110
MYCO002671,19,777
MYCO002672,43,1587.06976744186
MYCO002673,25,1301.4
MYCO002674,15,411
MYCO002675,31,753.096774193548
MYCO002676,11,696
MYCO002677,33,1359
MYCO002678,26,1074
MYCO002679,21,830.857142857143
MYCO002680,29,633
MYCO002681,28,1316.89285714286
MYCO002682,24,1917
MYCO002683,15,498
MYCO002684,34,1289.91176470588
MYCO002685,30,1286.4
MYCO002686,19,759
MYCO002687,22,714
MYCO002688,25,906
MYCO002689,40,1218
MYCO002690,38,1979.60526315789
MYCO002691,26,684
MYCO002692,20,663
MYCO002693,21,671.857142857143
MYCO002694,25,369
MYCO002695,20,708
MYCO002696,26,780
MYCO002697,9,465
MYCO002698,8,486
MYCO002699,8,303
MYCO002700,15,651
MYCO002701,37,873
MYCO002702,40,798
MYCO002703,23,1586.47826086957
MYCO002704,16,428.8125
MYCO002705,17,390
MYCO002706,9,258
MYCO002707,28,975
MYCO002708,11,249
MYCO002709,24,444.75
MYCO002710,16,972
MYCO002711,14,693
MYCO002712,50,1059
MYCO002713,51,1407
MYCO002714,21,974.714285714286
MYCO002715,40,1025.7
MYCO002716,17,686.647058823529
MYCO002717,8,493.875
MYCO002718,12,465
MYCO002719,17,498
MYCO002720,24,711
MYCO002721,66,2099.81818181818
MYCO002722,14,249
MYCO002723,43,1194
MYCO002724,37,1161
MYCO002725,40,1488
MYCO002726,23,870
MYCO002727,36,945
MYCO002728,18,696
MYCO002729,35,905.828571428571
MYCO002730,18,477
MYCO002731,36,1353
MYCO002732,38,615.157894736842
MYCO002733,50,1539.06
MYCO002734,25,855
MYCO002735,30,992.8
MYCO002736,19,525
MYCO002737,41,2373
MYCO002738,4,207
MYCO002739,16,1167
MYCO002740,19,450
MYCO002741,52,1576.84615384615
MYCO002742,24,834
MYCO002743,22,812.863636363636
MYCO002744,23,812.869565217391
MYCO002745,15,339
MYCO002746,23,630
MYCO002747,7,525
MYCO002748,75,2651.88
MYCO002749,11,315
MYCO002750,24,819
MYCO002751,25,891
MYCO002752,80,1676.8875
MYCO002753,22,903
MYCO002754,13,753
MYCO002755,7,276
MYCO002756,49,1623
MYCO002757,14,417
MYCO002758,10,267
MYCO002759,13,395.769230769231
MYCO002760,10,270
MYCO002761,41,1094.41463414634
MYCO002762,16,420
MYCO002763,10,480
MYCO002764,34,792
MYCO002765,27,737.777777777778
MYCO002766,20,783
MYCO002767,12,354
MYCO002768,42,1184.85714285714
MYCO002769,37,828
MYCO002770,50,1148.88
MYCO002771,13,453.692307692308
MYCO002772,14,474
MYCO002773,14,738
MYCO002774,13,405
MYCO002775,15,461.8
MYCO002776,31,929.709677419355
MYCO002777,27,1070.77777777778
MYCO002778,16,471
MYCO002779,29,540
MYCO002780,34,1116
MYCO002781,43,1034.86046511628
MYCO002782,41,1317
MYCO002783,37,2259.48648648649
MYCO002784,14,516
MYCO002786,24,995.875
MYCO002787,65,1763.81538461538
MYCO002788,14,687
MYCO002789,40,1233
MYCO002790,34,1205.91176470588
MYCO002791,40,1380
MYCO002792,12,581.75
MYCO002793,21,896.857142857143
MYCO002794,19,684
MYCO002795,22,975
MYCO002796,23,563.869565217391
MYCO002797,46,1688.86956521739
MYCO002798,10,326.4
MYCO002799,26,630.230769230769
MYCO002800,52,1650
MYCO002801,11,357
MYCO002802,37,1043.83783783784
MYCO002803,9,468
MYCO002804,23,628.304347826087
MYCO002805,17,404.294117647059
MYCO002806,4,192
MYCO002807,35,1155
MYCO002808,5,258
MYCO002809,9,312
MYCO002811,20,609
MYCO002812,55,1410
MYCO002813,24,813
MYCO002815,13,326.538461538462
MYCO002816,7,342
MYCO002817,31,1017
MYCO002818,22,1149
MYCO002819,33,1128
MYCO002820,31,909
MYCO002821,19,711.315789473684
MYCO002822,12,375
MYCO002823,67,2437.79104477612
MYCO002824,29,945
MYCO002825,26,648
MYCO002826,25,885
MYCO002827,17,888
MYCO002828,35,546
MYCO002829,12,393
MYCO002830,11,216
MYCO002831,22,750
MYCO002832,43,1083
MYCO002833,49,1310.9387755102
MYCO002834,28,828
MYCO002835,27,912
MYCO002836,42,1320.07142857143
MYCO002837,19,1011
MYCO002838,18,552
MYCO002839,49,2703
MYCO002840,13,300
MYCO002841,28,1044
MYCO002842,16,552
MYCO002843,13,546
MYCO002844,16,489
MYCO002845,36,1749
MYCO002846,24,1593
MYCO002847,32,1218
MYCO002848,28,1374
MYCO002849,24,624
MYCO002850,69,1889.69565217391
MYCO002851,10,471
MYCO002852,47,1482
MYCO002853,87,1847.48275862069
MYCO002854,34,1041
MYCO002855,35,1379.91428571429
MYCO002856,32,1119
MYCO002857,22,777
MYCO002858,49,1367.9387755102
MYCO002859,34,925.588235294118
MYCO002860,39,1374
MYCO002861,12,858
MYCO002862,16,584.8125
MYCO002863,6,380
MYCO002864,27,1812
MYCO002865,7,282
MYCO002866,6,264
MYCO002867,25,854.88
MYCO002868,21,1164
MYCO002869,36,1215
MYCO002870,28,1241.46428571429
MYCO002871,10,258
MYCO002872,17,444
MYCO002873,17,663
MYCO002874,69,2087.86956521739
MYCO002875,13,582
MYCO002876,15,315
MYCO002877,29,864.103448275862
MYCO002878,16,522
MYCO002880,7,828
MYCO002881,23,921
MYCO002882,16,558
MYCO002883,21,786
MYCO002884,23,758.608695652174
MYCO002885,44,1380.95454545455
MYCO002886,21,888
MYCO002887,13,420
MYCO002888,35,1421.65714285714
MYCO002889,24,816
MYCO002891,23,749.869565217391
MYCO002892,40,1226.925
MYCO002893,36,978
MYCO002894,18,897
MYCO002895,24,851.5
MYCO002896,36,1169.83333333333
MYCO002897,49,1511.9387755102
MYCO002898,16,387
MYCO002899,13,831
MYCO002900,47,2340
MYCO002901,3,306
MYCO002902,24,795.125
MYCO002903,26,885
MYCO002905,39,945
MYCO002906,12,693
MYCO002907,16,531
MYCO002908,6,243
MYCO002910,18,444
MYCO002911,28,876
MYCO002912,11,588
MYCO002913,51,1836
MYCO002914,50,1758.06
MYCO002915,27,1113
MYCO002916,34,1578
MYCO002917,49,1881
MYCO002918,65,2426.81538461538
MYCO002919,10,339
MYCO002920,53,1433.88679245283
MYCO002921,36,1269
MYCO002922,75,3618
MYCO002923,19,413.368421052632
MYCO002924,25,870
MYCO002925,9,723
MYCO002926,23,624
MYCO002927,19,738
MYCO002928,20,785.55
MYCO002929,10,312
MYCO002930,25,1751.88
MYCO002931,44,5630.86363636364
MYCO002932,79,4617
MYCO002933,126,6567
MYCO002934,117,5484.05128205128
MYCO002935,101,4467
MYCO002936,23,996
MYCO002937,10,870
MYCO002938,16,831
MYCO002939,24,1268.375
MYCO002940,137,6336
MYCO002941,43,1743
MYCO002942,86,2763
MYCO002943,49,1242
MYCO002944,33,717
MYCO002945,20,702
MYCO002946,143,4851
MYCO002947,19,1491
MYCO002948,71,2118.04225352113
MYCO002949,36,600.083333333333
MYCO002950,60,1860.05
MYCO002951,25,1146
MYCO002952,22,813
MYCO002953,35,1254
MYCO002954,25,726
MYCO002955,42,965.5
MYCO002956,40,732
MYCO002957,29,828
MYCO002958,50,1286.76
MYCO002959,31,738
MYCO002960,11,249
MYCO002961,10,388.8
MYCO002962,37,1349.83783783784
MYCO002963,33,1220.72727272727
MYCO002964,26,933
MYCO002965,5,486
MYCO002966,12,567
MYCO002967,55,3384
MYCO002968,9,633
MYCO002969,16,768.1875
MYCO002970,30,1130.9
MYCO002971,17,849
MYCO002972,22,714
MYCO002973,40,2214
MYCO002974,53,1413
MYCO002975,7,255
MYCO002976,15,684
MYCO002977,18,1002
MYCO002978,33,1380
MYCO002979,17,585.176470588235
MYCO002980,12,546
MYCO002981,33,1122.27272727273
MYCO002982,26,1005
MYCO002983,18,645
MYCO002984,33,2229
MYCO002985,34,954
MYCO002986,14,639.642857142857
MYCO002987,10,597
MYCO002988,22,1422
MYCO002989,21,702
MYCO002990,21,861
MYCO002991,14,492
MYCO002992,37,1473
MYCO002993,22,720
MYCO002994,33,1338.45454545455
MYCO002995,26,1011
MYCO002996,29,1587
MYCO002997,29,1443
MYCO002998,15,461.6
MYCO002999,34,966.176470588235
MYCO003000,19,660
MYCO003001,20,1002
MYCO003002,11,507
MYCO003003,39,1857
MYCO003004,7,339
MYCO003005,14,840
MYCO003006,29,1121.68965517241
MYCO003007,23,615
MYCO003008,28,624
MYCO003009,33,1530
MYCO003010,20,1032
MYCO003011,36,1485
MYCO003012,5,300
MYCO003013,16,657
MYCO003014,50,2075.7
MYCO003015,30,1014
MYCO003016,17,630
MYCO003017,16,363
MYCO003018,24,1304.875
MYCO003019,11,291
MYCO003020,10,294
MYCO003021,7,1077
MYCO003023,4,1248
MYCO003024,28,1103.89285714286
MYCO003025,24,1182
MYCO003026,34,915
MYCO003027,28,846
MYCO003028,23,956.739130434783
MYCO003029,21,801
MYCO003030,29,825
MYCO003031,39,1580.92307692308
MYCO003032,22,1245
MYCO003033,24,548.5
MYCO003034,21,903
MYCO003035,22,1083
MYCO003036,17,684
MYCO003037,35,1077
MYCO003038,21,983.857142857143
MYCO003039,20,765
MYCO003040,25,867
MYCO003041,15,864
MYCO003042,24,1229.75
MYCO003043,24,1722
MYCO003044,45,1082.66666666667
MYCO003045,25,1041
MYCO003046,12,375
MYCO003047,11,285
MYCO003048,17,975
MYCO003049,39,1575.15384615385
MYCO003050,24,741.125
MYCO003051,28,2082
MYCO003052,4,453
MYCO003053,3,240
MYCO003054,25,555
MYCO003055,21,614.142857142857
MYCO003056,37,1040.51351351351
MYCO003057,24,864
MYCO003058,13,651
MYCO003059,34,1479
MYCO003060,53,1472.77358490566
MYCO003061,63,2166.04761904762
MYCO003062,51,1524
MYCO003063,88,2276.93181818182
MYCO003064,12,426
MYCO003065,16,324
MYCO003066,21,609
MYCO003067,17,411
MYCO003068,55,1644
MYCO003069,12,398.75
MYCO003070,12,381
MYCO003071,39,1109.84615384615
MYCO003072,19,525
MYCO003073,14,357
MYCO003074,54,1274.77777777778
MYCO003075,16,924
MYCO003076,15,477
MYCO003077,61,1811.80327868852
MYCO003078,10,402
MYCO003079,17,828
MYCO003080,112,3332.89285714286
MYCO003081,34,1239
MYCO003082,33,1022.81818181818
MYCO003083,61,1488
MYCO003084,22,925.909090909091
MYCO003085,27,831
MYCO003086,28,1106.78571428571
MYCO003087,54,1418.94444444444
MYCO003088,49,1424.75510204082
MYCO003089,45,1512
MYCO003090,42,888.071428571429
MYCO003091,46,1691.73913043478
MYCO003092,38,920.605263157895
MYCO003093,25,1005
MYCO003094,37,1131
MYCO003095,14,477
MYCO003096,40,1139.925
MYCO003097,44,1313.79545454545
MYCO003098,16,453
MYCO003099,25,852
MYCO003100,14,483
MYCO003101,14,894
MYCO003102,17,690
MYCO003103,12,438
MYCO003104,27,927
MYCO003105,29,1137.10344827586
MYCO003106,46,1371
MYCO003107,46,1583.73913043478
MYCO003108,20,441.15
MYCO003109,47,1080
MYCO003110,9,396
MYCO003111,33,512.272727272727
MYCO003112,7,252
MYCO003113,27,668.777777777778
MYCO003114,17,531
MYCO003115,4,1248
MYCO003116,39,1170
MYCO003117,21,834
MYCO003118,5,303
MYCO003119,19,444
MYCO003120,16,603
MYCO003121,41,1203
MYCO003122,17,471
MYCO003123,16,495
MYCO003124,27,870.222222222222
MYCO003125,31,1176
MYCO003126,11,315
MYCO003127,34,1035
MYCO003129,6,333
MYCO003130,29,1392
MYCO003131,18,999
MYCO003132,43,1737
MYCO003133,8,654
MYCO003134,22,807
MYCO003135,7,399
MYCO003136,27,1143
MYCO003137,19,783
MYCO003138,49,1089
MYCO003139,36,1406.91666666667
MYCO003140,37,1206.08108108108
MYCO003141,28,972
MYCO003142,19,429
MYCO003143,8,402
MYCO003144,36,1229
MYCO003145,7,387
MYCO003146,18,555
MYCO003147,8,711
MYCO003148,32,1323
MYCO003149,16,759
MYCO003150,27,1338
MYCO003151,62,2420.85483870968
MYCO003152,25,1233.12
MYCO003153,19,636
MYCO003154,21,789
MYCO003155,10,300
MYCO003156,39,1902
MYCO003157,45,1662
MYCO003158,35,1596
MYCO003159,58,1768.03448275862
MYCO003160,13,642
MYCO003161,49,1148.87755102041
MYCO003162,9,438
MYCO003163,31,1272
MYCO003164,10,963
MYCO003165,12,483
MYCO003166,24,960
MYCO003167,22,627.136363636364
MYCO003168,47,1136.74468085106
MYCO003169,40,1125
MYCO003170,32,1346.90625
MYCO003171,40,900.075
MYCO003172,23,483
MYCO003173,23,603
MYCO003174,33,708
MYCO003175,47,1487.87234042553
MYCO003176,33,957
MYCO003177,20,860.85
MYCO003178,14,360
MYCO003179,36,1290
MYCO003180,16,435
MYCO003181,14,453
MYCO003182,8,345
MYCO003183,10,330
MYCO003184,13,326.538461538462
MYCO003186,13,326.538461538462
MYCO003188,12,348.5
MYCO003189,20,620.55
MYCO003190,34,1266
MYCO003191,27,1035
MYCO003192,20,462
MYCO003193,76,2979
MYCO003194,17,1023
MYCO003195,51,1418.70588235294
MYCO003196,34,900
MYCO003197,31,1344
MYCO003198,50,2103
MYCO003199,36,941.833333333333
MYCO003200,37,1068.08108108108
MYCO003201,84,3306
MYCO003202,88,3168
MYCO003203,23,675
MYCO003204,14,306
MYCO003205,21,879.142857142857
MYCO003206,30,1179
MYCO003207,21,858
MYCO003208,17,687
MYCO003209,20,561
MYCO003210,16,696
MYCO003211,51,1583.88235294118
MYCO003212,36,1224
MYCO003213,25,801
MYCO003214,26,612
MYCO003215,26,1118.65384615385
MYCO003217,13,430.615384615385
MYCO003218,25,966
MYCO003219,4,255
MYCO003220,28,1505.78571428571
MYCO003221,7,216
MYCO003222,10,552
MYCO003223,15,651
MYCO003224,28,848.892857142857
MYCO003225,36,1424.83333333333
MYCO003226,25,759
MYCO003227,42,1353
MYCO003228,29,993
MYCO003229,47,1284
MYCO003230,36,1142.83333333333
MYCO003231,11,510
MYCO003232,16,888
MYCO003233,21,591
MYCO003234,11,816
MYCO003235,28,642
MYCO003236,33,1158
MYCO003237,15,483
MYCO003238,27,735
MYCO003239,79,3146.81012658228
MYCO003240,64,2849.859375
MYCO003241,16,645.1875
MYCO003242,28,642
MYCO003243,21,843
MYCO003244,30,1752
MYCO003245,30,1704
MYCO003246,7,687
MYCO003247,19,645
MYCO003248,31,1488
MYCO003249,11,636.272727272727
MYCO003250,8,183
MYCO003251,5,168
MYCO003252,30,1251
MYCO003253,33,1488.09090909091
MYCO003254,47,1388.93617021277
MYCO003255,20,1227
MYCO003256,31,1041.09677419355
MYCO003257,23,1398
MYCO003258,10,492
MYCO003259,6,420
MYCO003260,10,270
MYCO003261,31,996
MYCO003262,33,1347
MYCO003263,52,1661.94230769231
MYCO003264,17,1080
MYCO003265,18,905.333333333333
MYCO003266,22,915
MYCO003267,29,1497
MYCO003268,27,690
MYCO003269,7,281.571428571429
MYCO003270,51,2156.82352941176
MYCO003271,21,669
MYCO003272,35,1185
MYCO003273,55,2295
MYCO003274,24,1170
MYCO003275,11,525
MYCO003276,29,1290.10344827586
MYCO003277,13,819.923076923077
MYCO003278,9,519
MYCO003279,23,801
MYCO003280,29,1647
MYCO003281,5,520.2
MYCO003282,29,669
MYCO003283,32,894
MYCO003284,15,432
MYCO003285,28,1803
MYCO003286,29,786.206896551724
MYCO003287,11,438
MYCO003288,18,414
MYCO003289,9,378
MYCO003290,23,1349.73913043478
MYCO003291,10,453
MYCO003292,39,1247.69230769231
MYCO003293,44,1485
MYCO003294,28,810
MYCO003295,13,666
MYCO003296,138,4541.95652173913
MYCO003297,23,768
MYCO003298,9,915
MYCO003299,105,2912.85714285714
MYCO003300,31,917.709677419355
MYCO003301,19,666
MYCO003302,26,1758
MYCO003303,2,1482
MYCO003304,7,480
MYCO003305,18,1170
MYCO003306,44,1184.93181818182
MYCO003307,30,807
MYCO003308,50,1605
