locus,varsites
MYCO003014,1948
MYCO003015,964
MYCO003016,605
MYCO003017,343
MYCO003018,1267
MYCO003019,232
MYCO003020,281
MYCO003021,1060
MYCO003023,1245
MYCO003024,1056
MYCO003025,1135
MYCO003026,863
MYCO003027,805
MYCO003028,915
MYCO003029,772
MYCO003030,786
MYCO003031,1505
MYCO003032,1208
MYCO003033,512
MYCO003034,870
MYCO003035,1048
MYCO003036,653
MYCO003037,1026
MYCO003038,942
MYCO003039,737
MYCO003040,827
MYCO003041,835
MYCO003042,1179
MYCO003043,1673
MYCO003044,1020
MYCO003045,1007
MYCO003046,359
MYCO003047,269
MYCO003048,935
MYCO003049,1509
MYCO003050,707
MYCO003051,2034
MYCO003052,443
MYCO003053,234
MYCO003054,522
MYCO003055,571
MYCO003056,973
MYCO003057,827
MYCO003058,630
MYCO003059,1425
MYCO003060,1387
MYCO003061,2065
MYCO003062,1448
MYCO003063,2147
MYCO003064,403
MYCO003065,305
MYCO003066,580
MYCO003067,390
MYCO003068,1564
MYCO003069,383
MYCO003070,365
MYCO003071,1054
MYCO003072,496
MYCO003073,336
MYCO003074,1186
MYCO003075,898
MYCO003076,460
MYCO003077,1705
MYCO003078,383
MYCO003079,810
MYCO003080,3162
MYCO003081,1193
MYCO003082,977
MYCO003083,1402
MYCO003084,878
MYCO003085,788
MYCO003086,1052
MYCO003087,1339
MYCO003088,1353
MYCO003089,1445
MYCO003090,828
MYCO003091,1611
MYCO003092,863
MYCO003093,971
MYCO003094,1084
MYCO003095,452
MYCO003096,1080
MYCO003097,1246
MYCO003098,428
MYCO003099,811
MYCO003100,461
MYCO003101,871
MYCO003102,662
MYCO003103,418
MYCO003104,885
MYCO003105,1088
MYCO003106,1308
MYCO003107,1503
MYCO003108,414
MYCO003109,1019
MYCO003110,384
MYCO003111,457
MYCO003112,241
MYCO003113,635
MYCO003114,509
MYCO003115,1245
MYCO003116,1116
MYCO003117,797
MYCO003118,294
MYCO003119,417
MYCO003120,576
MYCO003121,1144
MYCO003122,451
MYCO003123,473
MYCO003124,830
MYCO003125,1127
MYCO003126,302
MYCO003127,987
MYCO003129,324
MYCO003130,1330
MYCO003131,972
MYCO003132,1668
MYCO003133,639
MYCO003134,767
MYCO003135,390
MYCO003136,1095
MYCO003137,753
MYCO003138,1028
MYCO003139,1353
MYCO003140,1151
MYCO003141,937
MYCO003142,409
MYCO003143,391
MYCO003144,1134
MYCO003145,378
MYCO003146,532
MYCO003147,698
MYCO003148,1278
MYCO003149,729
MYCO003150,1295
MYCO003151,2303
MYCO003152,1195
MYCO003153,608
MYCO003154,755
MYCO003155,285
MYCO003156,1831
MYCO003157,1593
MYCO003158,1532
MYCO003159,1669
MYCO003160,623
MYCO003161,1079
MYCO003162,425
MYCO003163,1225
MYCO003164,941
MYCO003165,467
MYCO003166,918
MYCO003167,594
MYCO003168,1056
MYCO003169,1068
MYCO003170,1296
MYCO003171,845
MYCO003172,457
MYCO003173,572
MYCO003174,660
MYCO003175,1411
MYCO003176,907
MYCO003177,828
MYCO003178,340
MYCO003179,1234
MYCO003180,412
MYCO003181,434
MYCO003182,334
MYCO003183,318
MYCO003184,307
MYCO003186,307
MYCO003188,332
MYCO003189,587
MYCO003190,1221
MYCO003191,992
MYCO003192,438
MYCO003193,2855
MYCO003194,992
MYCO003195,1323
MYCO003196,851
MYCO003197,1288
MYCO003198,2017
MYCO003199,891
MYCO003200,1020
MYCO003201,3166
MYCO003202,3011
MYCO003203,642
MYCO003204,286
MYCO003205,847
MYCO003206,1129
MYCO003207,829
MYCO003208,665
MYCO003209,532
MYCO003210,669
MYCO003211,1504
MYCO003212,1169
MYCO003213,765
MYCO003214,575
MYCO003215,1056
MYCO003217,398
MYCO003218,925
MYCO003219,248
MYCO003220,1451
MYCO003221,207
MYCO003222,533
MYCO003223,628
MYCO003224,808
MYCO003225,1359
MYCO003226,728
MYCO003227,1293
MYCO003228,949
MYCO003229,1212
MYCO003230,1082
MYCO003231,495
MYCO003232,856
MYCO003233,560
MYCO003234,797
MYCO003235,606
MYCO003236,1106
MYCO003237,459
MYCO003238,701
MYCO003239,3021
MYCO003240,2739
MYCO003241,614
MYCO003242,606
MYCO003243,809
MYCO003244,1696
MYCO003245,1644
MYCO003246,672
MYCO003247,620
MYCO003248,1420
MYCO003249,612
MYCO003250,176
MYCO003251,160
MYCO003252,1201
MYCO003253,1437
MYCO003254,1326
MYCO003255,1187
MYCO003256,991
MYCO003257,1354
MYCO003258,473
MYCO003259,411
MYCO003260,258
MYCO003261,946
MYCO003262,1290
MYCO003263,1592
MYCO003264,1047
MYCO003265,859
MYCO003266,873
MYCO003267,1451
MYCO003268,655
MYCO003269,270
MYCO003270,2064
MYCO003271,638
MYCO003272,1133
MYCO003273,2204
MYCO003274,1127
MYCO003275,504
MYCO003276,1236
MYCO003277,797
MYCO003278,505
MYCO003279,771
MYCO003280,1597
MYCO003281,406
MYCO003282,634
MYCO003283,849
MYCO003284,412
MYCO003285,1747
MYCO003286,748
MYCO003287,422
MYCO003288,394
MYCO003289,355
MYCO003290,1303
MYCO003291,440
MYCO003292,1184
MYCO003293,1414
MYCO003294,775
MYCO003295,643
MYCO003296,4312
MYCO003297,730
MYCO003298,889
MYCO003299,2747
MYCO003300,869
MYCO003301,635
MYCO003302,1702
MYCO003303,1479
MYCO003304,468
MYCO003305,1133
MYCO003306,1130
MYCO003307,768
MYCO003308,1527
MYCO003309,603
MYCO003310,861
MYCO003311,1207
MYCO003312,882
MYCO003313,1069
MYCO003314,1238
MYCO003315,383
MYCO003316,327
MYCO003317,410
MYCO003318,1712
MYCO003319,749
MYCO003320,407
MYCO003321,238
MYCO003322,584
MYCO003323,631
MYCO003324,506
MYCO003325,307
MYCO003327,1709
MYCO003328,873
MYCO003329,1248
MYCO003330,1163
MYCO003331,1442
MYCO003332,1088
MYCO003333,804
MYCO003334,414
MYCO003335,830
MYCO003336,978
MYCO003337,369
MYCO003338,605
MYCO003339,1162
MYCO003340,1305
MYCO003341,1091
MYCO003342,713
MYCO003343,7511
MYCO003345,4448
MYCO003346,239
MYCO003347,9018
MYCO003348,467
MYCO003349,712
MYCO003350,10486
MYCO003351,760
MYCO003352,359
MYCO003353,252
MYCO003354,377
MYCO003355,279
MYCO003356,817
MYCO003357,263
MYCO003358,249
MYCO003359,1159
MYCO003360,356
MYCO003361,523
MYCO003362,549
MYCO003363,351
MYCO003364,376
MYCO003365,2595
MYCO003366,443
MYCO003367,1533
MYCO003368,614
MYCO003369,423
MYCO003370,3110
MYCO003371,1238
MYCO003372,1114
MYCO003373,617
MYCO003374,239
MYCO003375,1353
MYCO003376,625
MYCO003377,1434
MYCO003378,831
MYCO003379,1527
MYCO003381,307
MYCO003382,957
MYCO003383,994
MYCO003384,374
MYCO003385,299
MYCO003386,669
MYCO003387,649
MYCO003388,2019
MYCO003389,816
MYCO003390,668
MYCO003391,1835
MYCO003392,634
MYCO003393,901
MYCO003394,1518
MYCO003395,582
MYCO003396,1521
MYCO003397,876
MYCO003398,1024
MYCO003399,1009
MYCO003400,767
MYCO003401,2245
MYCO003402,1191
MYCO003403,1506
MYCO003404,666
MYCO003405,538
MYCO003406,841
MYCO003407,292
MYCO003408,401
MYCO003409,1676
MYCO003410,1085
MYCO003411,1531
MYCO003412,393
MYCO003413,870
MYCO003414,604
MYCO003415,787
MYCO003416,297
MYCO003417,1043
MYCO003418,296
MYCO003419,997
MYCO003420,455
MYCO003421,592
MYCO003422,491
MYCO003423,1155
MYCO003424,341
MYCO003425,384
MYCO003426,688
MYCO003427,729
MYCO003428,1227
MYCO003429,380
MYCO003430,1084
MYCO003431,808
MYCO003432,1336
MYCO003433,1341
MYCO003434,669
MYCO003435,801
MYCO003436,1806
MYCO003437,451
MYCO003438,805
MYCO003439,1319
MYCO003440,294
MYCO003441,1290
MYCO003444,288
MYCO003445,300
MYCO003446,1134
MYCO003447,3533
MYCO003448,1340
MYCO003449,1298
MYCO003450,1336
MYCO003451,735
MYCO003452,649
MYCO003453,331
MYCO003454,1201
MYCO003455,726
MYCO003457,1003
MYCO003462,211
MYCO003463,821
MYCO003464,953
MYCO003465,584
MYCO003466,624
MYCO003467,929
MYCO003468,1035
MYCO003469,961
MYCO003470,1574
MYCO003471,510
MYCO003472,474
MYCO003473,742
MYCO003474,307
MYCO003476,1293
MYCO003477,285
MYCO003478,961
MYCO003479,2884
MYCO003480,1423
MYCO003481,665
MYCO003482,751
MYCO003483,634
MYCO003484,1480
MYCO003485,895
MYCO003486,431
MYCO003487,798
MYCO003488,313
MYCO003489,159
MYCO003490,1449
MYCO003491,547
MYCO003492,460
MYCO003493,700
MYCO003494,1623
MYCO003495,1116
MYCO003496,1318
MYCO003497,1027
MYCO003498,1013
MYCO003499,1165
MYCO003500,811
MYCO003501,742
MYCO003502,923
MYCO003503,185
MYCO003504,1148
MYCO003505,1079
MYCO003506,1407
MYCO003507,3680
MYCO003508,5694
MYCO003509,1479
MYCO003510,798
MYCO003511,2132
MYCO003513,645
MYCO003514,0
MYCO003515,1625
MYCO003516,754
MYCO003517,794
MYCO003518,1152
MYCO003519,673
MYCO003520,987
MYCO003521,863
MYCO003522,1015
MYCO003523,1143
MYCO003524,957
MYCO003525,503
MYCO003526,1122
MYCO003527,422
MYCO003528,665
MYCO003529,1094
MYCO003530,736
MYCO003531,1060
MYCO003532,1152
MYCO003533,1590
MYCO003534,1000
MYCO003535,878
MYCO003536,751
MYCO003537,1636
MYCO003538,837
MYCO003539,1356
MYCO003540,1110
MYCO003541,373
MYCO003542,897
MYCO003543,1119
MYCO003544,975
MYCO003545,1235
MYCO003546,1135
MYCO003547,425
MYCO003548,893
MYCO003549,746
MYCO003550,711
MYCO003551,843
MYCO003552,729
MYCO003553,1028
MYCO003554,1908
MYCO003555,826
MYCO003556,1123
MYCO003557,579
MYCO003558,1507
MYCO003559,753
MYCO003560,1104
MYCO003561,1463
MYCO003562,1081
MYCO003563,918
MYCO003564,934
MYCO003565,1109
MYCO003566,804
MYCO003567,544
MYCO003568,869
MYCO003569,841
MYCO003570,1149
MYCO003571,1031
MYCO003572,512
MYCO003573,2049
MYCO003574,576
MYCO003575,1042
MYCO003576,678
MYCO003577,825
MYCO003578,1135
MYCO003579,920
MYCO003580,1367
MYCO003581,464
MYCO003582,666
MYCO003583,471
MYCO003584,534
MYCO003585,1382
MYCO003586,1032
MYCO003587,755
MYCO003588,610
MYCO003589,872
MYCO003590,1639
MYCO003591,721
MYCO003592,306
MYCO003593,1295
MYCO003594,783
MYCO003595,1161
MYCO003596,2457
MYCO003597,328
MYCO003598,1474
MYCO003599,80
MYCO003600,791
MYCO003601,404
MYCO003602,880
MYCO003603,849
MYCO003604,1121
MYCO003605,458
MYCO003606,548
MYCO003607,391
MYCO003608,806
MYCO003609,596
MYCO003610,2198
MYCO003611,649
MYCO003612,308
MYCO003613,157
MYCO003614,514
MYCO003615,296
MYCO003616,1067
MYCO003617,921
MYCO003618,1139
MYCO003619,213
MYCO003620,275
MYCO003621,1185
MYCO003622,287
MYCO003623,689
MYCO003624,623
MYCO003625,928
MYCO003626,1010
MYCO003627,1316
MYCO003628,465
MYCO003629,1042
MYCO003630,929
MYCO003631,698
MYCO003632,340
MYCO003633,828
MYCO003634,910
MYCO003635,1689
MYCO003636,330
MYCO003637,470
MYCO003638,707
MYCO003639,528
MYCO003640,1169
MYCO003641,599
MYCO003642,181
MYCO003643,181
MYCO003644,1148
MYCO003645,1554
MYCO003646,2696
MYCO003647,558
MYCO003648,177
MYCO003649,2200
MYCO003650,272
MYCO003651,987
MYCO003652,298
MYCO003653,532
MYCO003654,237
MYCO003655,377
MYCO003656,199
MYCO003657,538
MYCO003658,758
MYCO003659,1011
MYCO003660,984
MYCO003661,841
MYCO003662,726
MYCO003663,1527
MYCO003664,760
MYCO003665,881
MYCO003666,1559
MYCO003667,1863
MYCO003668,671
MYCO003669,491
MYCO003670,939
MYCO003671,1139
MYCO003672,790
MYCO003673,632
MYCO003674,704
MYCO003675,364
MYCO003676,656
MYCO003677,756
MYCO003678,436
MYCO003679,971
MYCO003680,1118
MYCO003681,332
MYCO003682,2334
MYCO003683,914
MYCO003684,1011
MYCO003685,1346
MYCO003686,322
MYCO003687,350
MYCO003688,433
MYCO003689,1220
MYCO003690,628
MYCO003691,952
MYCO003692,1024
MYCO003693,1255
MYCO003694,943
MYCO003695,882
MYCO003696,1480
MYCO003697,411
MYCO003698,1441
MYCO003699,667
MYCO003700,1112
MYCO003701,919
MYCO003702,663
MYCO003703,1198
MYCO003704,1230
MYCO003705,607
MYCO003706,309
MYCO003707,956
MYCO003708,999
MYCO003709,1219
MYCO003710,1882
MYCO003711,936
MYCO003712,1179
MYCO003713,670
MYCO003714,822
MYCO003715,595
MYCO003716,373
MYCO003717,694
MYCO003718,431
MYCO003719,1355
MYCO003720,1213
MYCO003721,1671
MYCO003722,1248
MYCO003723,730
MYCO003725,906
MYCO003726,1133
MYCO003727,1718
MYCO003728,3076
MYCO003729,2211
MYCO003730,990
MYCO003731,1020
MYCO003732,994
MYCO003733,476
MYCO003734,1287
MYCO003735,444
MYCO003736,960
MYCO003737,1502
MYCO003738,903
MYCO003739,225
MYCO003740,1274
MYCO003741,634
MYCO003742,376
MYCO003743,1866
MYCO003744,341
MYCO003745,187
MYCO003746,316
MYCO003747,376
MYCO003748,342
MYCO003749,482
MYCO003750,379
MYCO003751,203
MYCO003752,441
MYCO003753,485
MYCO003754,872
MYCO003755,568
MYCO003756,677
MYCO003757,651
MYCO003758,1081
MYCO003759,881
MYCO003760,292
MYCO003761,1013
MYCO003762,1785
MYCO003763,453
MYCO003764,1370
MYCO003765,657
MYCO003766,642
MYCO003767,897
MYCO003768,345
MYCO003769,255
MYCO003770,542
MYCO003771,300
MYCO003772,1007
MYCO003773,546
MYCO003774,777
MYCO003775,1182
MYCO003776,1443
MYCO003777,946
MYCO003778,1147
MYCO003779,1891
MYCO003780,511
MYCO003781,792
MYCO003782,878
MYCO003783,807
MYCO003784,899
MYCO003785,1020
MYCO003786,1167
MYCO003787,876
MYCO003788,462
MYCO003789,348
MYCO003790,1330
MYCO003791,718
MYCO003792,1823
MYCO003793,3108
MYCO003794,3085
MYCO003795,3088
MYCO003796,1049
MYCO003797,1642
MYCO003798,1302
MYCO003799,1502
MYCO003800,4957
MYCO003801,1856
MYCO003802,974
MYCO003803,853
MYCO003804,966
MYCO003805,1794
MYCO003806,840
MYCO003807,475
MYCO003808,1843
MYCO003809,1160
MYCO003810,800
MYCO003811,1539
MYCO003812,1452
MYCO003813,791
MYCO003814,757
MYCO003815,718
MYCO003816,744
MYCO003817,714
MYCO003818,1489
MYCO003819,315
MYCO003820,1336
MYCO003821,675
MYCO003822,1134
MYCO003823,3092
MYCO003824,1441
MYCO003825,6041
MYCO003826,1641
MYCO003827,1124
MYCO003828,455
MYCO003829,1513
MYCO003830,586
MYCO003831,443
MYCO003832,540
MYCO003833,743
MYCO003834,1207
MYCO003835,1288
MYCO003836,383
MYCO003837,659
MYCO003838,915
MYCO003839,727
MYCO003840,378
MYCO003841,514
MYCO003842,758
MYCO003843,971
MYCO003844,467
MYCO003845,350
MYCO003846,597
MYCO003847,507
MYCO003848,842
MYCO003849,382
MYCO003850,618
MYCO003851,269
MYCO003852,381
MYCO003853,454
MYCO003854,1309
MYCO003855,611
MYCO003856,940
MYCO003857,187
MYCO003858,1410
MYCO003859,4381
MYCO003860,1092
MYCO003861,295
MYCO003862,280
MYCO003863,1113
MYCO003864,1136
MYCO003865,296
MYCO003866,809
MYCO003867,520
MYCO003868,1649
MYCO003869,1333
MYCO003870,2077
MYCO003871,1653
MYCO003872,294
MYCO003873,1051
MYCO003874,288
MYCO003875,273
MYCO003876,1847
MYCO003877,1413
MYCO003878,795
MYCO003879,1984
MYCO003880,324
MYCO003881,1253
MYCO003882,1250
MYCO003883,1235
MYCO003884,1744
MYCO003885,1496
MYCO003886,1547
MYCO003887,1429
MYCO003888,933
MYCO003889,758
MYCO003890,266
MYCO003891,298
MYCO003892,1073
MYCO003893,216
MYCO003894,3938
MYCO003895,1387
MYCO003896,821
MYCO003897,630
MYCO003898,322
MYCO003899,1145
MYCO003900,852
MYCO003901,409
MYCO003902,489
MYCO003903,2319
MYCO003904,245
MYCO003905,283
MYCO003906,475
MYCO003907,1351
MYCO003908,701
MYCO003909,2248
MYCO003910,3246
MYCO003911,668
MYCO003912,677
MYCO003913,922
MYCO003914,328
MYCO003915,1142
MYCO003916,672
MYCO003917,950
MYCO003918,963
MYCO003919,505
MYCO003920,519
MYCO003921,1012
MYCO003922,340
MYCO003923,343
MYCO010064,228
MYCO010078,554
MYCO010157,122
MYCO010186,157
MYCO010192,287
MYCO010236,168
MYCO010397,221
MYCO010456,265
MYCO010470,422
MYCO010492,319
MYCO010500,232
MYCO010530,155
MYCO010590,248
MYCO010609,216
MYCO010616,213
MYCO010634,241
MYCO010691,179
MYCO010749,131
MYCO010755,181
MYCO010787,234
MYCO010959,216
MYCO011028,87
MYCO011087,307
MYCO011089,98
MYCO011116,267
MYCO011135,225
MYCO011159,274
MYCO011290,302
MYCO011322,435
MYCO011366,250
MYCO011473,183
MYCO011489,222
MYCO011498,201
MYCO011507,469
MYCO011508,351
MYCO011638,246
MYCO011706,162
MYCO011765,203
MYCO011888,163
MYCO011954,292
MYCO011962,252
MYCO011982,253
MYCO011990,318
MYCO011991,242
MYCO012023,417
MYCO012063,396
MYCO012077,289
MYCO012142,206
MYCO012160,623
MYCO012219,403
MYCO012231,404
MYCO012237,228
MYCO012250,0
MYCO012274,239
MYCO012306,560
MYCO012307,186
MYCO012309,269
MYCO012331,323
MYCO012395,208
MYCO012401,198
MYCO012438,264
MYCO012468,223
MYCO012530,214
MYCO012548,364
MYCO012601,278
MYCO012614,216
MYCO012737,168
MYCO012801,224
MYCO012828,261
MYCO012922,273
MYCO012943,497
MYCO012970,169
MYCO012998,191
MYCO013018,82
MYCO013022,299
MYCO013032,374
MYCO013098,305
MYCO013136,308
MYCO013190,201
MYCO013196,196
MYCO013197,271
MYCO013198,241
MYCO013208,259
MYCO013221,295
MYCO013224,175
MYCO013312,294
MYCO013395,603
MYCO013566,250
MYCO013678,146
MYCO013697,212
MYCO013705,365
MYCO013724,233
MYCO013770,174
MYCO020078,192
MYCO020500,97
MYCO022231,163
MYCO022306,413
MYCO022307,405
MYCO022395,141
MYCO023224,210
MYCO023724,541
MYCO023770,180
MYCO032307,177
