locus,varsites
MYCO003132,538
MYCO003133,210
MYCO003134,246
MYCO003135,127
MYCO003136,354
MYCO003137,242
MYCO003138,317
MYCO003139,435
MYCO003140,366
MYCO003141,296
MYCO003142,125
MYCO003143,127
MYCO003144,367
MYCO003145,122
MYCO003146,169
MYCO003147,228
MYCO003148,410
MYCO003149,237
MYCO003150,420
MYCO003151,734
MYCO003152,389
MYCO003153,194
MYCO003154,242
MYCO003155,90
MYCO003156,596
MYCO003157,509
MYCO003158,500
MYCO003159,529
MYCO003160,202
MYCO003161,339
MYCO003162,137
MYCO003163,393
MYCO003164,311
MYCO003165,149
MYCO003166,296
MYCO003167,190
MYCO003168,332
MYCO003169,335
MYCO003170,414
MYCO003171,263
MYCO003172,138
MYCO003173,179
MYCO003174,205
MYCO003175,448
MYCO003176,287
MYCO003177,267
MYCO003178,106
MYCO003179,395
MYCO003180,129
MYCO003181,138
MYCO003182,107
MYCO003183,101
MYCO003184,96
MYCO003186,96
MYCO003188,106
MYCO003189,186
MYCO003190,391
MYCO003191,321
MYCO003192,134
MYCO003193,920
MYCO003194,324
MYCO003195,420
MYCO003196,266
MYCO003197,417
MYCO003198,652
MYCO003199,278
MYCO003200,323
MYCO003201,1016
MYCO003202,965
MYCO003203,203
MYCO003204,89
MYCO003205,273
MYCO003206,367
MYCO003207,266
MYCO003208,213
MYCO003209,169
MYCO003210,216
MYCO003211,483
MYCO003212,375
MYCO003213,244
MYCO003214,178
MYCO003215,346
MYCO003217,126
MYCO003218,298
MYCO003219,81
MYCO003220,476
MYCO003221,65
MYCO003222,175
MYCO003223,203
MYCO003224,255
MYCO003225,439
MYCO003226,228
MYCO003227,410
MYCO003228,303
MYCO003229,386
MYCO003230,345
MYCO003231,160
MYCO003232,281
MYCO003233,177
MYCO003234,261
MYCO003235,189
MYCO003236,355
MYCO003237,147
MYCO003238,218
MYCO003239,971
MYCO003240,875
MYCO003241,199
MYCO003242,187
MYCO003243,260
MYCO003244,556
MYCO003245,539
MYCO003246,222
MYCO003247,197
MYCO003248,464
MYCO003249,202
MYCO003250,55
MYCO003251,51
MYCO003252,388
MYCO003253,466
MYCO003254,420
MYCO003255,389
MYCO003256,194
MYCO003257,446
MYCO003258,154
MYCO003259,134
MYCO003260,81
MYCO003261,302
MYCO003262,415
MYCO003263,503
MYCO003264,343
MYCO003265,281
MYCO003266,284
MYCO003267,470
MYCO003268,204
MYCO003269,87
MYCO003270,664
MYCO003271,203
MYCO003272,362
MYCO003273,710
MYCO003274,366
MYCO003275,164
MYCO003276,405
MYCO003277,262
MYCO003278,164
MYCO003279,246
MYCO003280,520
MYCO003281,136
MYCO003282,196
MYCO003283,265
MYCO003284,130
MYCO003285,573
MYCO003286,237
MYCO003287,135
MYCO003288,119
MYCO003289,116
MYCO003290,427
MYCO003291,142
MYCO003292,376
MYCO003293,452
MYCO003294,243
MYCO003295,209
MYCO003296,1382
MYCO003297,234
MYCO003298,296
MYCO003299,868
MYCO003300,274
MYCO003301,203
MYCO003302,560
MYCO003303,491
MYCO003304,153
MYCO003305,372
MYCO003306,353
MYCO003307,240
MYCO003308,486
MYCO003309,195
MYCO003310,280
MYCO003311,390
MYCO003312,281
MYCO003313,354
MYCO003314,404
MYCO003315,123
MYCO003316,105
MYCO003317,126
MYCO003318,552
MYCO003319,239
MYCO003320,129
MYCO003321,78
MYCO003322,183
MYCO003323,201
MYCO003324,160
MYCO003325,96
MYCO003327,568
MYCO003328,271
MYCO003329,391
MYCO003330,375
MYCO003331,442
MYCO003332,343
MYCO003333,253
MYCO003334,127
MYCO003335,269
MYCO003336,320
MYCO003337,118
MYCO003338,187
MYCO003339,373
MYCO003340,422
MYCO003341,351
MYCO003342,231
MYCO003343,2501
MYCO003345,1482
MYCO003346,77
MYCO003347,2947
MYCO003348,152
MYCO003349,229
MYCO003350,3380
MYCO003351,245
MYCO003352,114
MYCO003353,81
MYCO003354,121
MYCO003355,94
MYCO003356,266
MYCO003357,83
MYCO003358,78
MYCO003359,375
MYCO003360,113
MYCO003361,166
MYCO003362,174
MYCO003363,109
MYCO003364,118
MYCO003365,854
MYCO003366,141
MYCO003367,496
MYCO003368,197
MYCO003369,138
MYCO003370,1009
MYCO003371,385
MYCO003372,355
MYCO003373,192
MYCO003374,76
MYCO003375,428
MYCO003376,199
MYCO003377,449
MYCO003378,252
MYCO003379,481
MYCO003381,96
MYCO003382,309
MYCO003383,314
MYCO003384,115
MYCO003385,94
MYCO003386,213
MYCO003387,202
MYCO003388,658
MYCO003389,251
MYCO003390,211
MYCO003391,577
MYCO003392,204
MYCO003393,290
MYCO003394,483
MYCO003395,192
MYCO003396,498
MYCO003397,281
MYCO003398,326
MYCO003399,321
MYCO003400,250
MYCO003401,706
MYCO003402,380
MYCO003403,478
MYCO003404,213
MYCO003405,170
MYCO003406,269
MYCO003407,93
MYCO003408,128
MYCO003409,545
MYCO003410,353
MYCO003411,496
MYCO003412,123
MYCO003413,280
MYCO003414,189
MYCO003415,249
MYCO003416,94
MYCO003417,315
MYCO003418,96
MYCO003419,325
MYCO003420,149
MYCO003421,183
MYCO003422,161
MYCO003423,353
MYCO003424,111
MYCO003425,95
MYCO003426,189
MYCO003427,238
MYCO003428,407
MYCO003429,93
MYCO003430,309
MYCO003431,251
MYCO003432,435
MYCO003433,396
MYCO003434,207
MYCO003435,252
MYCO003436,592
MYCO003437,138
MYCO003438,256
MYCO003439,423
MYCO003440,93
MYCO003441,424
MYCO003444,91
MYCO003445,89
MYCO003446,362
MYCO003447,1133
MYCO003448,425
MYCO003449,410
MYCO003450,429
MYCO003451,227
MYCO003452,205
MYCO003453,109
MYCO003454,380
MYCO003455,218
MYCO003457,314
MYCO003462,69
MYCO003463,262
MYCO003464,307
MYCO003465,188
MYCO003466,196
MYCO003467,306
MYCO003468,328
MYCO003469,302
MYCO003470,505
MYCO003471,161
MYCO003472,148
MYCO003473,230
MYCO003474,96
MYCO003476,416
MYCO003477,93
MYCO003478,280
MYCO003479,915
MYCO003480,458
MYCO003481,210
MYCO003482,243
MYCO003483,202
MYCO003484,476
MYCO003485,288
MYCO003486,138
MYCO003487,250
MYCO003488,102
MYCO003489,51
MYCO003490,473
MYCO003491,174
MYCO003492,147
MYCO003493,221
MYCO003494,519
MYCO003495,363
MYCO003496,429
MYCO003497,331
MYCO003498,326
MYCO003499,381
MYCO003500,268
MYCO003501,246
MYCO003502,302
MYCO003503,59
MYCO003504,369
MYCO003505,342
MYCO003506,444
MYCO003507,0
MYCO003508,0
MYCO003509,474
MYCO003510,258
MYCO003511,708
MYCO003513,208
MYCO003514,0
MYCO003515,537
MYCO003516,239
MYCO003517,234
MYCO003518,373
MYCO003519,210
MYCO003520,315
MYCO003521,270
MYCO003522,322
MYCO003523,368
MYCO003524,307
MYCO003525,161
MYCO003526,362
MYCO003527,132
MYCO003528,204
MYCO003529,346
MYCO003530,232
MYCO003531,337
MYCO003532,357
MYCO003533,519
MYCO003534,327
MYCO003535,286
MYCO003536,239
MYCO003537,531
MYCO003538,277
MYCO003539,425
MYCO003540,364
MYCO003541,117
MYCO003542,287
MYCO003543,363
MYCO003544,315
MYCO003545,388
MYCO003546,364
MYCO003547,134
MYCO003548,296
MYCO003549,241
MYCO003550,231
MYCO003551,279
MYCO003552,234
MYCO003553,335
MYCO003554,594
MYCO003555,252
MYCO003556,369
MYCO003557,185
MYCO003558,479
MYCO003559,249
MYCO003560,349
MYCO003561,471
MYCO003562,350
MYCO003563,293
MYCO003564,305
MYCO003565,351
MYCO003566,253
MYCO003567,181
MYCO003568,281
MYCO003569,269
MYCO003570,381
MYCO003571,336
MYCO003572,166
MYCO003573,664
MYCO003574,185
MYCO003575,337
MYCO003576,211
MYCO003577,265
MYCO003578,366
MYCO003579,297
MYCO003580,443
MYCO003581,151
MYCO003582,218
MYCO003583,157
MYCO003584,172
MYCO003585,452
MYCO003586,336
MYCO003587,243
MYCO003588,201
MYCO003589,277
MYCO003590,534
MYCO003591,223
MYCO003592,99
MYCO003593,410
MYCO003594,238
MYCO003595,382
MYCO003596,807
MYCO003597,105
MYCO003598,478
MYCO003599,24
MYCO003600,259
MYCO003601,129
MYCO003602,281
MYCO003603,265
MYCO003604,355
MYCO003605,148
MYCO003606,174
MYCO003607,126
MYCO003608,255
MYCO003609,200
MYCO003610,713
MYCO003611,212
MYCO003612,95
MYCO003613,50
MYCO003614,153
MYCO003615,96
MYCO003616,337
MYCO003617,294
MYCO003618,360
MYCO003619,69
MYCO003620,91
MYCO003621,381
MYCO003622,89
MYCO003623,217
MYCO003624,201
MYCO003625,291
MYCO003626,324
MYCO003627,419
MYCO003628,154
MYCO003629,336
MYCO003630,280
MYCO003631,228
MYCO003632,112
MYCO003633,261
MYCO003634,297
MYCO003635,544
MYCO003636,102
MYCO003637,147
MYCO003638,224
MYCO003639,163
MYCO003640,370
MYCO003641,195
MYCO003642,56
MYCO003643,58
MYCO003644,367
MYCO003645,495
MYCO003646,889
MYCO003647,178
MYCO003648,50
MYCO003649,705
MYCO003650,84
MYCO003651,307
MYCO003652,92
MYCO003653,174
MYCO003654,61
MYCO003655,125
MYCO003656,63
MYCO003657,170
MYCO003658,236
MYCO003659,324
MYCO003660,309
MYCO003661,274
MYCO003662,234
MYCO003663,487
MYCO003664,242
MYCO003665,281
MYCO003666,502
MYCO003667,595
MYCO003668,220
MYCO003669,154
MYCO003670,303
MYCO003671,370
MYCO003672,256
MYCO003673,200
MYCO003674,225
MYCO003675,119
MYCO003676,212
MYCO003677,243
MYCO003678,144
MYCO003679,315
MYCO003680,359
MYCO003681,104
MYCO003682,760
MYCO003683,294
MYCO003684,330
MYCO003685,424
MYCO003686,103
MYCO003687,110
MYCO003688,133
MYCO003689,382
MYCO003690,202
MYCO003691,302
MYCO003692,327
MYCO003693,402
MYCO003694,301
MYCO003695,284
MYCO003696,469
MYCO003697,130
MYCO003698,457
MYCO003699,210
MYCO003700,357
MYCO003701,286
MYCO003702,206
MYCO003703,380
MYCO003704,386
MYCO003705,187
MYCO003706,98
MYCO003707,303
MYCO003708,327
MYCO003709,401
MYCO003710,611
MYCO003711,294
MYCO003712,374
MYCO003713,217
MYCO003714,252
MYCO003715,196
MYCO003716,117
MYCO003717,229
MYCO003718,141
MYCO003719,435
MYCO003720,395
MYCO003721,544
MYCO003722,404
MYCO003723,232
MYCO003725,296
MYCO003726,361
MYCO003727,544
MYCO003728,987
MYCO003729,693
MYCO003730,315
MYCO003731,323
MYCO003732,315
MYCO003733,151
MYCO003734,406
MYCO003735,136
MYCO003736,305
MYCO003737,476
MYCO003738,286
MYCO003739,70
MYCO003740,405
MYCO003741,203
MYCO003742,114
MYCO003743,585
MYCO003744,108
MYCO003745,58
MYCO003746,97
MYCO003747,122
MYCO003748,110
MYCO003749,152
MYCO003750,121
MYCO003751,62
MYCO003752,140
MYCO003753,162
MYCO003754,280
MYCO003755,180
MYCO003756,212
MYCO003757,208
MYCO003758,339
MYCO003759,275
MYCO003760,93
MYCO003761,323
MYCO003762,569
MYCO003763,141
MYCO003764,440
MYCO003765,206
MYCO003766,198
MYCO003767,279
MYCO003768,109
MYCO003769,78
MYCO003770,170
MYCO003771,87
MYCO003772,319
MYCO003773,170
MYCO003774,247
MYCO003775,366
MYCO003776,456
MYCO003777,300
MYCO003778,378
MYCO003779,609
MYCO003780,161
MYCO003781,257
MYCO003782,282
MYCO003783,258
MYCO003784,276
MYCO003785,325
MYCO003786,374
MYCO003787,276
MYCO003788,148
MYCO003789,112
MYCO003790,437
MYCO003791,229
MYCO003792,579
MYCO003793,992
MYCO003794,980
MYCO003795,976
MYCO003796,329
MYCO003797,519
MYCO003798,419
MYCO003799,488
MYCO003800,1600
MYCO003801,615
MYCO003802,316
MYCO003803,271
MYCO003804,313
MYCO003805,574
MYCO003806,265
MYCO003807,151
MYCO003808,588
MYCO003809,388
MYCO003810,258
MYCO003811,487
MYCO003812,465
MYCO003813,258
MYCO003814,245
MYCO003815,227
MYCO003816,241
MYCO003817,221
MYCO003818,482
MYCO003819,99
MYCO003820,419
MYCO003821,218
MYCO003822,352
MYCO003823,987
MYCO003824,459
MYCO003825,1923
MYCO003826,506
MYCO003827,343
MYCO003828,142
MYCO003829,475
MYCO003830,182
MYCO003831,132
MYCO003832,168
MYCO003833,229
MYCO003834,391
MYCO003835,412
MYCO003836,113
MYCO003837,211
MYCO003838,294
MYCO003839,230
MYCO003840,116
MYCO003841,164
MYCO003842,223
MYCO003843,303
MYCO003844,152
MYCO003845,111
MYCO003846,194
MYCO003847,160
MYCO003848,257
MYCO003849,126
MYCO003850,194
MYCO003851,86
MYCO003852,115
MYCO003853,146
MYCO003854,373
MYCO003855,192
MYCO003856,292
MYCO003857,60
MYCO003858,461
MYCO003859,1436
MYCO003860,342
MYCO003861,88
MYCO003862,61
MYCO003863,356
MYCO003864,357
MYCO003865,94
MYCO003866,253
MYCO003867,161
MYCO003868,528
MYCO003869,406
MYCO003870,634
MYCO003871,513
MYCO003872,96
MYCO003873,336
MYCO003874,88
MYCO003875,86
MYCO003876,481
MYCO003877,433
MYCO003878,249
MYCO003879,622
MYCO003880,99
MYCO003881,380
MYCO003882,365
MYCO003883,386
MYCO003884,548
MYCO003885,461
MYCO003886,466
MYCO003887,447
MYCO003888,281
MYCO003889,233
MYCO003890,80
MYCO003891,89
MYCO003892,329
MYCO003893,65
MYCO003894,1234
MYCO003895,433
MYCO003896,252
MYCO003897,208
MYCO003898,101
MYCO003899,352
MYCO003900,264
MYCO003901,125
MYCO003902,151
MYCO003903,708
MYCO003904,69
MYCO003905,86
MYCO003906,144
MYCO003907,432
MYCO003908,225
MYCO003909,707
MYCO003910,1004
MYCO003911,156
MYCO003912,201
MYCO003913,291
MYCO003914,101
MYCO003915,362
MYCO003916,205
MYCO003917,304
MYCO003918,308
MYCO003919,104
MYCO003920,158
MYCO003921,324
MYCO003922,110
MYCO003923,100
MYCO010064,70
MYCO010078,169
MYCO010157,38
MYCO010186,49
MYCO010192,90
MYCO010236,55
MYCO010397,68
MYCO010456,80
MYCO010470,124
MYCO010492,101
MYCO010500,76
MYCO010530,51
MYCO010590,80
MYCO010609,68
MYCO010616,67
MYCO010634,77
MYCO010691,58
MYCO010749,41
MYCO010755,57
MYCO010787,75
MYCO010959,67
MYCO011028,24
MYCO011087,93
MYCO011089,29
MYCO011116,84
MYCO011135,68
MYCO011159,85
MYCO011290,98
MYCO011322,134
MYCO011366,80
MYCO011473,56
MYCO011489,72
MYCO011498,62
MYCO011507,143
MYCO011508,112
MYCO011638,76
MYCO011706,51
MYCO011765,64
MYCO011888,50
MYCO011954,93
MYCO011962,80
MYCO011982,82
MYCO011990,99
MYCO011991,79
MYCO012023,127
MYCO012063,127
MYCO012077,91
MYCO012142,64
MYCO012160,201
MYCO012219,129
MYCO012231,127
MYCO012237,74
MYCO012250,0
MYCO012274,77
MYCO012306,178
MYCO012307,60
MYCO012309,86
MYCO012331,105
MYCO012395,65
MYCO012401,65
MYCO012438,86
MYCO012468,67
MYCO012530,66
MYCO012548,118
MYCO012601,88
MYCO012614,70
MYCO012737,53
MYCO012801,71
MYCO012828,83
MYCO012922,86
MYCO012943,156
MYCO012970,54
MYCO012998,59
MYCO013018,23
MYCO013022,93
MYCO013032,117
MYCO013098,94
MYCO013136,93
MYCO013190,62
MYCO013196,64
MYCO013197,89
MYCO013198,72
MYCO013208,81
MYCO013221,94
MYCO013224,54
MYCO013312,93
MYCO013395,194
MYCO013566,74
MYCO013678,42
MYCO013697,63
MYCO013705,113
MYCO013724,73
MYCO013770,55
MYCO020078,58
MYCO020500,29
MYCO022231,52
MYCO022306,129
MYCO022307,121
MYCO022395,44
MYCO023224,66
MYCO023724,170
MYCO023770,56
MYCO032307,57
